,name,x1,x2,y1,y2,classname
6606,1914.jpg,731,42,771,83,face_with_mask
6613,3554.png,234,55,490,414,face_with_mask
6618,4741.png,213,218,293,315,face_with_mask
6621,4728.png,1,151,68,239,face_with_mask
6622,4728.png,178,35,282,159,face_with_mask
6623,4728.png,633,175,706,241,face_with_mask
6631,4728.png,455,174,490,222,face_with_mask
6632,4728.png,540,153,582,206,face_with_mask
6651,2468.png,49,53,278,343,face_with_mask
6655,2468.png,472,88,630,282,face_with_mask
6659,4580.png,57,51,111,129,face_with_mask
6660,4580.png,185,47,248,135,face_with_mask
6661,4580.png,315,50,364,117,face_with_mask
6662,4580.png,434,70,482,143,face_with_mask
6673,5426.jpg,152,174,558,693,face_with_mask
6675,4157.png,242,89,528,432,face_with_mask
6677,2796.png,237,30,363,210,face_with_mask
6681,3782.png,431,15,573,192,face_with_mask
6686,4080.png,91,4,259,215,face_with_mask
6690,5106.jpg,408,2,682,240,face_with_mask
6692,3550.png,221,61,540,476,face_with_mask
6697,5736.jpg,210,129,559,481,face_with_mask
6700,4972.png,41,48,288,368,face_with_mask
6703,4703.png,302,55,471,275,face_with_mask
6704,4703.png,19,30,204,268,face_with_mask
6711,3487.png,81,59,564,653,face_with_mask
6725,4826.png,1063,144,1177,361,face_with_mask
6726,4826.png,925,98,1056,252,face_with_mask
6736,4826.png,800,113,898,206,face_with_mask
6737,4826.png,541,42,596,116,face_with_mask
6738,4826.png,413,49,450,99,face_with_mask
6739,4826.png,279,107,346,180,face_with_mask
6740,4826.png,155,123,240,213,face_with_mask
6741,4826.png,0,156,31,290,face_with_mask
6746,4285.png,109,8,675,538,face_with_mask
6748,4072.png,105,3,245,179,face_with_mask
6753,2459.png,42,248,423,766,face_with_mask
6761,5262.jpg,319,78,560,366,face_with_mask
6762,2739.png,298,10,446,209,face_with_mask
6763,2739.png,451,79,532,209,face_with_mask
6768,2739.png,648,56,685,170,face_with_mask
6780,2739.png,548,0,599,47,face_with_mask
6781,2739.png,483,3,530,55,face_with_mask
6782,2739.png,224,0,273,52,face_with_mask
6783,2739.png,172,16,218,83,face_with_mask
6784,2739.png,108,1,154,53,face_with_mask
6785,2739.png,56,22,101,95,face_with_mask
6786,4359.png,299,116,382,221,face_with_mask
6795,5199.jpg,1689,273,2554,1255,face_with_mask
6800,3500.png,224,3,401,218,face_with_mask
6802,2229.png,538,63,584,126,face_with_mask
6803,2229.png,670,104,718,162,face_with_mask
6809,3563.png,124,7,366,242,face_with_mask
6814,3930.png,38,6,549,558,face_with_mask
6818,3221.png,266,112,328,194,face_with_mask
6822,2174.png,238,33,469,374,face_with_mask
6833,3769.png,322,189,382,258,face_with_mask
6841,1933.jpg,928,479,1377,1003,face_with_mask
6842,1933.jpg,307,309,783,888,face_with_mask
6845,3819.png,269,0,421,109,face_with_mask
6854,4837.png,181,31,548,582,face_with_mask
6858,1893.jpg,542,270,728,473,face_with_mask
6860,1893.jpg,516,212,723,449,face_with_mask
6868,1999.jpg,1219,380,1425,675,face_with_mask
6871,3366.png,140,319,173,357,face_with_mask
6875,4765.png,285,99,417,273,face_with_mask
6877,3488.png,24,12,402,476,face_with_mask
6881,3577.png,185,10,288,135,face_with_mask
6890,5138.jpg,476,156,874,632,face_with_mask
6895,2350.png,183,149,496,553,face_with_mask
6904,3948.png,127,170,352,516,face_with_mask
6905,3948.png,0,171,133,364,face_with_mask
6908,3948.png,381,69,441,151,face_with_mask
6909,3948.png,293,74,367,171,face_with_mask
6913,4910.png,255,193,368,330,face_with_mask
6917,4981.png,267,158,412,372,face_with_mask
6923,5211.jpg,188,50,273,154,face_with_mask
6925,1835.jpg,656,78,764,211,face_with_mask
6928,1835.jpg,383,140,494,289,face_with_mask
6931,1835.jpg,754,130,807,192,face_with_mask
6932,1835.jpg,838,172,879,220,face_with_mask
6933,1835.jpg,910,143,952,194,face_with_mask
6934,1835.jpg,491,135,549,204,face_with_mask
6939,2801.png,309,10,528,218,face_with_mask
6943,3901.png,173,67,334,275,face_with_mask
6946,3901.png,0,0,48,234,face_with_mask
6948,3901.png,425,101,470,179,face_with_mask
6950,5344.jpg,498,38,812,500,face_with_mask
6952,4150.png,174,163,270,289,face_with_mask
6953,4150.png,469,165,566,282,face_with_mask
6957,3706.png,16,4,462,458,face_with_mask
6959,3718.png,537,71,685,256,face_with_mask
6961,2168.png,321,114,535,385,face_with_mask
6967,2601.png,112,5,392,366,face_with_mask
6969,3767.png,315,131,392,245,face_with_mask
6973,4824.png,598,155,691,292,face_with_mask
6977,4014.png,134,71,334,343,face_with_mask
6984,4448.png,311,24,414,170,face_with_mask
6986,3949.png,192,3,644,604,face_with_mask
6989,3182.png,146,127,587,605,face_with_mask
6996,2843.png,251,5,481,346,face_with_mask
6999,3662.png,52,1,638,621,face_with_mask
7002,4295.png,22,66,516,665,face_with_mask
7005,2778.png,82,1,437,499,face_with_mask
7017,3749.png,158,1,605,425,face_with_mask
7020,5135.png,127,39,177,107,face_with_mask
7021,5135.png,245,11,308,102,face_with_mask
7026,4430.png,206,255,254,311,face_with_mask
7029,2133.jpg,1496,560,2158,1440,face_with_mask
7030,2133.jpg,2253,128,3102,1113,face_with_mask
7039,5230.jpg,1025,131,1199,350,face_with_mask
7047,5223.jpg,162,309,602,975,face_with_mask
7049,4551.png,239,20,461,313,face_with_mask
7050,4551.png,45,50,255,304,face_with_mask
7056,2008.jpg,137,111,250,248,face_with_mask
7075,4277.png,409,36,565,209,face_with_mask
7076,4277.png,137,135,411,451,face_with_mask
7080,4861.png,226,103,322,225,face_with_mask
7082,2731.png,111,5,219,173,face_with_mask
7087,2947.png,117,52,271,224,face_with_mask
7089,5151.jpg,306,123,340,164,face_with_mask
7090,5151.jpg,412,156,432,185,face_with_mask
7091,5151.jpg,536,36,583,94,face_with_mask
7097,2799.png,772,10,941,245,face_with_mask
7105,2799.png,505,37,563,175,face_with_mask
7106,4923.png,360,34,682,426,face_with_mask
7107,4923.png,29,236,331,573,face_with_mask
7113,3223.png,126,35,399,407,face_with_mask
7115,3630.png,167,54,479,479,face_with_mask
7117,2106.jpg,542,633,777,914,face_with_mask
7125,3627.png,124,50,362,344,face_with_mask
7129,4242.png,290,65,372,171,face_with_mask
7132,3879.png,120,58,327,313,face_with_mask
7138,3469.png,513,133,590,245,face_with_mask
7139,3469.png,380,108,482,226,face_with_mask
7140,3469.png,183,1,326,149,face_with_mask
7141,3469.png,751,256,965,477,face_with_mask
7142,3469.png,679,179,752,274,face_with_mask
7149,4488.png,353,62,695,616,face_with_mask
7151,2497.png,533,8,711,239,face_with_mask
7152,2497.png,773,108,928,313,face_with_mask
7158,3479.png,194,0,510,426,face_with_mask
7161,2664.png,131,8,549,588,face_with_mask
7163,5042.jpg,272,49,418,241,face_with_mask
7173,3353.png,426,27,502,140,face_with_mask
7174,3353.png,297,49,373,157,face_with_mask
7183,3415.png,393,55,473,189,face_with_mask
7184,3415.png,200,64,282,176,face_with_mask
7185,3415.png,103,81,174,179,face_with_mask
7186,3415.png,27,82,88,152,face_with_mask
7192,3415.png,276,71,316,136,face_with_mask
7193,3415.png,360,67,389,134,face_with_mask
7194,3415.png,174,81,197,124,face_with_mask
7195,3415.png,13,51,52,99,face_with_mask
7213,5625.jpg,251,154,472,417,face_with_mask
7218,2184.png,359,39,459,162,face_with_mask
7220,4480.png,221,80,415,333,face_with_mask
7224,2483.png,0,1,298,506,face_with_mask
7228,5220.jpg,189,8,351,214,face_with_mask
7230,3631.png,100,5,558,548,face_with_mask
7232,3069.png,59,145,346,561,face_with_mask
7234,4984.png,115,91,301,375,face_with_mask
7244,2165.png,54,51,367,438,face_with_mask
7249,2899.png,108,96,378,478,face_with_mask
7254,4842.png,153,0,725,627,face_with_mask
7257,4427.png,191,8,719,655,face_with_mask
7259,4387.png,37,54,447,576,face_with_mask
7261,4022.png,393,0,614,242,face_with_mask
7266,4022.png,27,199,278,491,face_with_mask
7267,2982.png,240,2,1011,698,face_with_mask
7269,3733.png,542,183,623,286,face_with_mask
7270,3733.png,223,61,294,150,face_with_mask
7271,3733.png,443,123,497,202,face_with_mask
7280,3733.png,369,186,458,304,face_with_mask
7281,3733.png,108,163,137,195,face_with_mask
7282,2606.png,271,83,437,353,face_with_mask
7289,2909.png,1,1,461,574,face_with_mask
7290,2909.png,398,114,610,417,face_with_mask
7296,2188.png,173,115,370,368,face_with_mask
7298,3638.png,393,26,483,146,face_with_mask
7301,2072.jpg,1106,928,2481,2398,face_with_mask
7303,4074.png,388,28,423,71,face_with_mask
7304,4074.png,253,30,293,81,face_with_mask
7305,4074.png,28,51,73,103,face_with_mask
7306,4074.png,215,59,247,106,face_with_mask
7320,4820.png,179,35,275,182,face_with_mask
7323,2263.png,69,15,344,448,face_with_mask
7325,4327.png,152,28,375,352,face_with_mask
7332,4169.png,237,10,499,370,face_with_mask
7334,3933.png,414,236,477,319,face_with_mask
7335,3933.png,290,69,391,192,face_with_mask
7346,4267.png,414,46,487,137,face_with_mask
7349,5126.jpg,140,52,343,285,face_with_mask
7351,3274.png,166,2,545,484,face_with_mask
7353,4909.png,173,59,499,487,face_with_mask
7364,3382.png,124,6,431,380,face_with_mask
7369,4112.png,84,13,586,621,face_with_mask
7371,2117.jpg,495,101,1472,1069,face_with_mask
7372,2117.jpg,2479,634,3074,1429,face_with_mask
7376,2742.png,393,93,536,295,face_with_mask
7378,2742.png,196,226,235,276,face_with_mask
7382,1940.jpg,1181,310,1456,657,face_with_mask
7384,1940.jpg,1541,541,1757,782,face_with_mask
7391,2419.png,184,315,214,351,face_with_mask
7392,2419.png,217,292,243,323,face_with_mask
7393,2419.png,252,290,274,320,face_with_mask
7394,2419.png,337,285,358,311,face_with_mask
7406,2419.png,89,285,117,317,face_with_mask
7407,2419.png,138,260,160,287,face_with_mask
7408,2419.png,1,308,22,347,face_with_mask
7409,2419.png,374,376,441,456,face_with_mask
7410,3804.png,126,242,409,625,face_with_mask
7413,4417.png,26,8,805,574,face_with_mask
7415,3873.png,124,4,410,353,face_with_mask
7420,3973.png,113,40,402,461,face_with_mask
7427,4010.png,410,150,466,213,face_with_mask
7428,4010.png,270,122,325,186,face_with_mask
7429,4010.png,17,65,78,145,face_with_mask
7430,4010.png,320,114,373,179,face_with_mask
7436,4579.png,59,47,234,300,face_with_mask
7437,4579.png,217,31,383,252,face_with_mask
7442,3871.png,172,113,478,525,face_with_mask
7454,2837.png,102,86,420,539,face_with_mask
7458,2131.jpg,118,66,232,187,face_with_mask
7462,3260.png,339,14,436,147,face_with_mask
7478,4414.png,89,17,456,569,face_with_mask
7480,2972.png,102,78,468,625,face_with_mask
7485,5369.jpeg,245,142,431,338,face_with_mask
7487,2612.png,510,88,612,235,face_with_mask
7493,3968.png,830,103,989,305,face_with_mask
7495,3429.png,177,13,542,452,face_with_mask
7499,3976.png,202,106,258,180,face_with_mask
7500,3976.png,11,59,117,196,face_with_mask
7501,3976.png,99,63,168,172,face_with_mask
7510,3976.png,344,115,392,184,face_with_mask
7523,3128.png,379,112,524,323,face_with_mask
7524,3128.png,684,53,802,222,face_with_mask
7532,3128.png,326,22,426,152,face_with_mask
7533,3128.png,560,22,636,135,face_with_mask
7534,4245.png,244,158,335,306,face_with_mask
7536,2929.png,311,34,388,148,face_with_mask
7542,3108.png,76,6,394,317,face_with_mask
7547,3761.png,111,3,393,374,face_with_mask
7548,3761.png,479,235,716,564,face_with_mask
7549,3761.png,250,244,471,564,face_with_mask
7555,4521.png,321,139,402,231,face_with_mask
7557,3707.png,500,11,643,218,face_with_mask
7559,5326.jpg,161,9,543,558,face_with_mask
7564,5200.jpg,365,152,510,342,face_with_mask
7566,1837.jpg,374,71,568,328,face_with_mask
7569,1837.jpg,870,17,1008,288,face_with_mask
7571,1837.jpg,182,160,320,318,face_with_mask
7579,2470.png,60,42,614,488,face_with_mask
7584,2802.png,314,7,422,162,face_with_mask
7585,2802.png,206,110,325,272,face_with_mask
7586,2802.png,0,97,126,282,face_with_mask
7587,2802.png,0,267,177,533,face_with_mask
7588,2802.png,152,296,285,524,face_with_mask
7594,2802.png,469,119,515,309,face_with_mask
7608,3357.png,268,45,417,230,face_with_mask
7611,2893.png,64,6,747,511,face_with_mask
7627,2014.jpg,683,431,968,717,face_with_mask
7632,1873.png,717,180,1266,813,face_with_mask
7636,4587.png,197,178,240,239,face_with_mask
7637,4587.png,588,134,655,212,face_with_mask
7645,4330.png,416,115,479,181,face_with_mask
7650,1988.jpg,1081,148,1462,608,face_with_mask
7657,5057.jpg,904,94,1532,823,face_with_mask
7661,3471.png,586,73,664,192,face_with_mask
7662,3471.png,198,138,269,225,face_with_mask
7666,3471.png,464,134,535,215,face_with_mask
7667,4908.png,417,22,599,243,face_with_mask
7677,4462.png,278,23,342,103,face_with_mask
7678,4462.png,414,100,473,174,face_with_mask
7685,4881.png,147,9,579,582,face_with_mask
7694,4322.png,279,108,357,211,face_with_mask
7696,3289.png,197,30,545,530,face_with_mask
7698,2013.jpg,364,75,504,263,face_with_mask
7702,4619.png,364,71,508,274,face_with_mask
7704,2440.png,346,94,480,241,face_with_mask
7705,2440.png,655,119,883,354,face_with_mask
7712,2807.png,238,3,350,155,face_with_mask
7714,4021.png,363,4,514,198,face_with_mask
7718,2594.png,54,9,446,394,face_with_mask
7721,3670.png,312,29,523,305,face_with_mask
7723,5123.jpg,155,200,366,471,face_with_mask
7726,4715.png,388,2,575,205,face_with_mask
7729,3193.png,3,103,267,446,face_with_mask
7736,2805.png,418,24,560,216,face_with_mask
7741,2666.png,422,212,491,304,face_with_mask
7742,2666.png,643,210,699,284,face_with_mask
7743,2666.png,751,202,829,299,face_with_mask
7750,2666.png,218,453,267,518,face_with_mask
7751,2666.png,353,374,453,527,face_with_mask
7752,2666.png,647,356,824,546,face_with_mask
7754,2372.png,287,71,342,145,face_with_mask
7757,1959.jpg,313,206,955,958,face_with_mask
7759,2389.png,208,49,446,395,face_with_mask
7762,3978.png,364,179,536,435,face_with_mask
7764,3978.png,2,69,67,184,face_with_mask
7765,3978.png,96,54,142,141,face_with_mask
7766,3978.png,132,23,171,83,face_with_mask
7774,5188.jpg,2268,520,3138,1709,face_with_mask
7780,3269.png,173,0,395,249,face_with_mask
7783,4985.png,308,225,366,310,face_with_mask
7785,4603.png,53,51,242,334,face_with_mask
7786,4603.png,244,69,422,328,face_with_mask
7795,2578.png,222,12,715,633,face_with_mask
7799,4024.png,287,24,519,354,face_with_mask
7800,4024.png,47,44,232,319,face_with_mask
7807,3306.png,581,7,697,157,face_with_mask
7814,5070.jpg,55,0,369,463,face_with_mask
7815,5070.jpg,375,122,698,564,face_with_mask
7828,4831.png,765,53,1005,290,face_with_mask
7834,4986.png,324,47,438,189,face_with_mask
7836,2128.jpg,382,107,498,231,face_with_mask
7837,2128.jpg,547,62,681,240,face_with_mask
7838,2128.jpg,758,25,901,226,face_with_mask
7846,4353.png,370,1,529,143,face_with_mask
7848,2356.png,266,14,361,142,face_with_mask
7855,3325.png,157,75,466,467,face_with_mask
7857,4452.png,208,23,307,164,face_with_mask
7859,3335.png,235,35,441,323,face_with_mask
7864,2230.png,328,344,384,402,face_with_mask
7865,2230.png,179,341,234,420,face_with_mask
7871,5072.jpg,555,27,775,298,face_with_mask
7874,2026.jpg,61,2,236,203,face_with_mask
7875,2026.jpg,448,0,581,134,face_with_mask
7880,4697.png,398,114,518,259,face_with_mask
7881,4697.png,338,111,405,224,face_with_mask
7882,4697.png,243,111,318,204,face_with_mask
7883,4697.png,115,96,191,196,face_with_mask
7884,4697.png,56,98,105,181,face_with_mask
7885,4697.png,0,74,59,189,face_with_mask
7900,1867.jpg,2548,1232,3295,2261,face_with_mask
7903,2690.png,323,4,400,95,face_with_mask
7905,3764.png,3,4,466,492,face_with_mask
7907,4085.png,119,154,196,254,face_with_mask
7915,4085.png,0,50,25,123,face_with_mask
7921,4455.png,181,47,291,220,face_with_mask
7922,4455.png,342,82,464,264,face_with_mask
7923,4455.png,18,79,142,244,face_with_mask
7928,3407.png,498,114,545,168,face_with_mask
7929,3407.png,185,108,232,169,face_with_mask
7935,4810.png,249,141,454,364,face_with_mask
7940,4106.png,481,116,557,206,face_with_mask
7941,4106.png,242,115,323,208,face_with_mask
7942,4106.png,361,167,413,235,face_with_mask
7950,4106.png,13,86,88,181,face_with_mask
7952,4106.png,575,143,625,214,face_with_mask
7955,5097.jpg,185,46,298,165,face_with_mask
7956,5097.jpg,311,226,405,358,face_with_mask
7957,5097.jpg,487,206,562,293,face_with_mask
7958,5097.jpg,877,412,983,524,face_with_mask
7959,5097.jpg,791,46,915,217,face_with_mask
7969,5097.jpg,8,201,70,282,face_with_mask
7970,1904.jpg,815,197,1022,453,face_with_mask
7980,3950.png,2,4,443,239,face_with_mask
7981,3950.png,252,63,598,397,face_with_mask
7982,3950.png,440,398,722,615,face_with_mask
7987,4776.png,370,78,511,227,face_with_mask
7988,4776.png,336,151,394,272,face_with_mask
7989,4776.png,243,106,342,282,face_with_mask
7990,4776.png,195,164,248,271,face_with_mask
8009,2373.png,18,43,163,239,face_with_mask
8010,2373.png,277,221,332,302,face_with_mask
8011,2373.png,340,210,415,311,face_with_mask
8012,2373.png,420,212,526,347,face_with_mask
8023,3667.png,120,74,430,445,face_with_mask
8025,3296.png,19,64,135,195,face_with_mask
8026,3296.png,252,44,336,155,face_with_mask
8048,4111.png,230,72,970,813,face_with_mask
8052,5153.jpg,574,0,680,159,face_with_mask
8053,5153.jpg,73,0,181,72,face_with_mask
8056,1927.jpg,846,103,1170,521,face_with_mask
8059,2989.png,216,2,529,499,face_with_mask
8065,2654.png,151,3,390,241,face_with_mask
8077,2520.png,131,74,284,230,face_with_mask
8078,2520.png,446,198,553,320,face_with_mask
8084,3421.png,128,80,273,285,face_with_mask
8085,3421.png,386,163,513,319,face_with_mask
8101,2949.png,225,98,292,170,face_with_mask
8102,2949.png,512,96,600,192,face_with_mask
8106,2122.jpg,61,239,158,347,face_with_mask
8107,2122.jpg,262,242,326,320,face_with_mask
8108,2122.jpg,586,228,648,313,face_with_mask
8109,2122.jpg,427,330,493,415,face_with_mask
8110,2122.jpg,507,368,566,439,face_with_mask
8124,2986.png,115,11,435,452,face_with_mask
8128,3999.png,155,96,468,532,face_with_mask
8133,4201.png,385,42,674,420,face_with_mask
8134,4201.png,10,41,351,477,face_with_mask
8138,2428.png,34,119,322,476,face_with_mask
8139,2428.png,324,54,684,579,face_with_mask
8151,4520.png,8,65,248,382,face_with_mask
8160,2875.png,101,38,361,429,face_with_mask
8161,2875.png,379,281,430,340,face_with_mask
8165,2488.png,240,165,511,491,face_with_mask
8167,4187.png,47,43,205,247,face_with_mask
8168,4187.png,395,9,555,204,face_with_mask
8172,3845.png,113,5,420,432,face_with_mask
8174,3910.png,267,2,403,147,face_with_mask
8179,3910.png,585,203,605,234,face_with_mask
8180,3910.png,571,199,585,226,face_with_mask
8185,2626.png,593,84,632,132,face_with_mask
8189,3943.png,360,176,658,579,face_with_mask
8194,2950.png,397,94,485,194,face_with_mask
8197,4306.png,2,5,118,214,face_with_mask
8198,4306.png,138,100,295,320,face_with_mask
8199,4306.png,355,52,516,323,face_with_mask
8206,4339.png,411,9,929,652,face_with_mask
8222,5075.png,305,186,397,263,face_with_mask
8226,5226.jpg,853,192,928,279,face_with_mask
8227,5226.jpg,751,142,792,199,face_with_mask
8228,5226.jpg,905,125,943,176,face_with_mask
8239,4270.png,267,166,462,418,face_with_mask
8245,3896.png,445,4,746,385,face_with_mask
8248,4555.png,322,5,756,646,face_with_mask
8251,4710.png,198,132,292,247,face_with_mask
8252,4710.png,500,93,681,313,face_with_mask
8256,3310.png,286,230,517,519,face_with_mask
8257,3310.png,68,231,282,550,face_with_mask
8263,3171.png,119,6,462,395,face_with_mask
8265,2335.png,229,29,423,339,face_with_mask
8275,2499.png,333,173,482,383,face_with_mask
8286,3033.png,6,5,327,406,face_with_mask
